City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,port-aux-francais,-49.35,70.2167,274.6,64,96,10.18,TF,1727664479
1,tazovsky,67.4667,78.7,280.01,92,100,5.86,RU,1727664480
2,sitka,57.0531,-135.33,285.09,71,75,0.0,US,1727664483
3,igarka,67.4667,86.5833,280.65,95,100,2.08,RU,1727664484
4,makurazaki,31.2667,130.3167,302.83,56,1,3.54,JP,1727664485
5,port mathurin,-19.6833,63.4167,295.66,79,42,6.87,MU,1727664486
6,papatowai,-46.5619,169.4708,286.76,61,3,3.16,NZ,1727664487
7,new norfolk,-42.7826,147.0587,291.32,51,85,4.62,AU,1727664488
8,bardai,11.65,7.2333,295.24,82,7,1.76,NG,1727664490
9,tralee,52.2704,-9.7026,284.65,94,100,3.47,IE,1727664491
10,adamstown,-25.066,-130.1015,292.28,60,13,3.66,PN,1727664493
11,minas de marcona,-15.2119,-75.1103,285.08,87,91,3.9,PE,1727664495
12,thompson,55.7435,-97.8558,288.24,63,40,3.09,CA,1727664496
13,la maddalena,41.2142,9.4083,290.89,73,3,6.34,IT,1727664497
14,olonkinbyen,70.9221,-8.7187,271.78,64,100,4.19,SJ,1727664498
15,lorengau,-2.0226,147.2712,301.49,80,88,2.44,PG,1727664499
16,aasiaat,68.7098,-52.8699,275.98,97,100,9.72,GL,1727664501
17,tieling,42.2931,123.8414,281.83,84,100,3.27,CN,1727664432
18,kondoa,-4.9,35.7833,288.27,93,100,1.92,TZ,1727664503
19,taltal,-25.4,-70.4833,287.14,84,54,2.08,CL,1727664504
20,bethel,41.3712,-73.414,288.73,89,99,0.38,US,1727664506
21,mali,12.079,-12.2982,289.1,90,100,1.17,GN,1727664508
22,qaqortoq,60.7167,-46.0333,277.64,89,59,2.9,GL,1727664509
23,nehe,48.4833,124.8333,283.0,43,57,6.64,CN,1727664510
24,talnakh,69.4865,88.3972,279.04,98,100,2.49,RU,1727664511
25,antalaha,-14.9003,50.2788,295.55,90,92,1.88,MG,1727664513
26,jamestown,42.097,-79.2353,292.05,93,100,0.89,US,1727664514
27,alo,6.5486,4.2686,297.19,92,54,1.76,NG,1727664515
28,grytviken,-54.2811,-36.5092,269.94,68,6,3.0,GS,1727664516
29,tolanaro,-25.0319,46.9987,295.19,88,0,2.06,MG,1727664517
30,oban,56.4127,-5.4706,282.56,75,51,3.11,GB,1727664519
31,crane,31.3974,-102.3501,297.63,28,0,4.08,US,1727664520
32,palmer,42.1584,-72.3287,286.43,87,0,1.54,US,1727664522
33,edinburgh of the seven seas,-37.0676,-12.3116,287.43,87,63,10.6,SH,1727664523
34,badger,64.8,-147.5333,285.1,52,0,0.0,US,1727664524
35,olovyannaya,50.95,115.5667,280.8,35,56,7.64,RU,1727664526
36,kristiansund,63.1115,7.732,282.11,65,75,2.57,NO,1727664527
37,kanoya,31.3833,130.85,301.34,65,61,2.08,JP,1727664529
38,bredasdorp,-34.5322,20.0403,282.18,77,32,8.6,ZA,1727664530
39,sogndal,61.2283,7.1003,279.36,81,100,3.6,NO,1727664531
40,longyearbyen,78.2186,15.6401,273.06,86,40,4.12,SJ,1727664533
41,punta arenas,-53.15,-70.9167,273.21,59,0,4.63,CL,1727664535
42,daru,-9.0763,143.2092,301.09,62,6,6.61,PG,1727664536
43,kouvola,60.8667,26.7,275.33,97,0,1.54,FI,1727664537
44,saipan,15.1355,145.701,305.54,66,40,6.17,MP,1727664539
45,ilulissat,69.2167,-51.1,277.16,93,100,5.14,GL,1727664540
46,waitangi,-43.9535,-176.5597,283.61,68,71,3.13,NZ,1727664542
47,tanumah,27.1,44.1333,297.42,19,0,3.57,SA,1727664543
48,hithadhoo,-0.6,73.0833,301.66,76,67,4.94,MV,1727664545
49,utrik,11.2278,169.8474,301.51,77,34,3.22,MH,1727664547
50,lunino,53.5918,45.2271,285.15,46,100,3.51,RU,1727664548
51,polyarnyy,69.1989,33.4478,275.45,87,85,8.49,RU,1727664549
52,coahuayana de hidalgo,18.7,-103.6583,298.3,92,98,1.02,MX,1727664550
53,bilibino,68.0546,166.4372,272.69,84,100,1.41,RU,1727664551
54,margaret river,-33.95,115.0667,290.39,62,48,3.51,AU,1727664553
55,terbanggi besar,-4.8667,105.2333,305.31,51,100,3.59,ID,1727664350
56,isabela,6.7085,121.9711,304.18,59,100,2.31,PH,1727664555
57,prymors'k,46.7348,36.3443,289.78,65,95,7.91,UA,1727664556
58,puerto ayora,-0.7393,-90.3518,293.46,95,99,2.24,EC,1727664557
59,port alfred,-33.5906,26.891,282.14,76,2,2.24,ZA,1727664559
60,invercargill,-46.4,168.35,287.68,47,4,2.44,NZ,1727664560
61,nemuro,43.3236,145.575,289.42,88,100,6.17,JP,1727664414
62,nar'yan-mar,67.6713,53.087,276.66,91,56,8.77,RU,1727664562
63,morant bay,17.8815,-76.4093,300.12,88,100,2.17,JM,1727664563
64,albany,42.6001,-73.9662,288.38,75,60,0.84,US,1727664340
65,tovuz,40.9922,45.6289,284.0,48,0,2.1,AZ,1727664566
66,san patricio,28.017,-97.5169,297.12,59,0,3.32,US,1727664567
67,callao,-12.0667,-77.15,291.33,82,100,5.66,PE,1727664305
68,fort stockton,30.894,-102.8793,299.18,24,0,1.54,US,1727664569
69,ambanja,-13.6833,48.45,295.43,76,2,1.49,MG,1727664570
70,la ronge,55.1001,-105.2842,283.29,76,100,5.66,CA,1727664573
71,portage,41.1667,-81.1998,292.03,84,100,3.6,US,1727664574
72,blackmans bay,-43.0167,147.3167,290.66,50,41,3.64,AU,1727664575
73,kimbe,-5.5502,150.1429,302.28,74,98,2.83,PG,1727664577
74,iqaluit,63.7506,-68.5145,278.0,75,75,4.12,CA,1727664523
75,vorgashor,67.5833,63.95,278.43,95,97,7.06,RU,1727664579
76,puerto natales,-51.7236,-72.4875,270.36,85,16,2.03,CL,1727664365
77,barclayville,4.6797,-8.2339,297.12,89,96,1.77,LR,1727664581
78,gallup,35.5281,-108.7426,298.06,23,100,3.09,US,1727664582
79,yellowknife,62.456,-114.3525,278.94,78,20,2.57,CA,1727664584
80,kingston,17.997,-76.7936,300.68,89,40,6.69,JM,1727664575
81,chui,-33.6971,-53.4616,288.1,97,88,2.61,UY,1727664586
82,rio grande,-32.035,-52.0986,290.8,89,42,5.84,BR,1727664587
83,toliara,-23.35,43.6667,295.34,72,93,2.26,MG,1727664588
84,thunder bay,48.4001,-89.3168,280.14,93,0,2.06,CA,1727664590
85,st. john's,47.5649,-52.7093,287.02,95,75,2.06,CA,1727664317
86,remire-montjoly,4.9167,-52.2667,301.17,83,0,2.06,GF,1727664592
87,lebu,-37.6167,-73.65,284.36,91,100,10.12,CL,1727664492
88,ciudad lazaro cardenas,17.9583,-102.2,299.01,85,99,0.79,MX,1727664594
89,kuqa,41.7278,82.9364,286.77,49,100,1.91,CN,1727664419
90,alakurtti,66.9672,30.3491,275.61,92,80,3.41,RU,1727664597
91,poronaysk,49.2167,143.1167,288.96,75,96,7.57,RU,1727664457
92,hermanus,-34.4187,19.2345,282.48,76,72,11.28,ZA,1727664599
93,kasangulu,-4.5911,15.1708,296.15,80,5,1.87,CD,1727664600
94,ust-nera,64.5667,143.2,272.79,69,99,2.19,RU,1727664601
95,port lincoln,-34.7333,135.8667,291.35,55,0,5.84,AU,1727664603
96,brookings,44.3114,-96.7984,294.88,54,0,5.14,US,1727664489
97,udachny,66.4167,112.4,272.96,97,100,4.94,RU,1727664605
98,lihue,21.9789,-159.3672,300.92,71,40,6.17,US,1727664606
99,bodaybo,57.8506,114.1933,276.76,75,100,4.74,RU,1727664607
100,west island,-12.1568,96.8225,301.14,78,40,6.69,CC,1727664609
101,angra do heroismo,38.65,-27.2167,298.49,83,75,6.76,PT,1727664611
102,altamira,-3.2033,-52.2064,299.87,52,47,0.46,BR,1727664612
103,petropavlovsk-kamchatsky,53.0452,158.6483,287.48,25,20,10.0,RU,1727664615
104,mersing,2.4312,103.8405,303.1,79,40,3.09,MY,1727664616
105,pace,30.5994,-87.1611,298.92,78,0,3.6,US,1727664617
106,at taj,24.2049,23.2857,295.98,37,0,3.73,LY,1727664619
107,stanley,54.868,-1.6985,284.16,82,100,2.57,GB,1727664620
108,antsiranana,-12.2787,49.2917,296.89,83,26,6.72,MG,1727664621
109,island harbour,50.724,-1.2758,289.25,73,100,4.02,GB,1727664623
110,anadyr,64.75,177.4833,279.43,86,100,5.0,RU,1727664625
111,isafjordur,66.0755,-23.124,271.36,88,100,2.17,IS,1727664626
112,kiunga,-6.1219,141.2906,303.31,64,98,1.86,PG,1727664628
113,saldanha,-33.0117,17.9442,282.18,76,33,6.97,ZA,1727664629
114,vetluzhskiy,58.3902,45.4654,284.78,84,100,1.34,RU,1727664631
115,coquimbo,-29.9533,-71.3436,286.0,80,100,3.09,CL,1727664372
116,koh kong,11.6175,102.9806,302.28,74,39,1.49,KH,1727664634
117,otjiwarongo,-20.4637,16.6477,284.5,26,13,4.22,NA,1727664611
118,santyoku,37.4406,129.1708,295.61,58,25,3.17,KR,1727664636
119,karnobat,42.65,26.9833,285.96,81,100,5.49,BG,1727664638
120,pembroke,45.8168,-77.1162,287.24,74,0,2.05,CA,1727664632
121,inari,68.906,27.0288,273.95,84,77,3.04,FI,1727664640
122,strathalbyn,-35.2667,138.9,289.55,40,0,5.66,AU,1727664641
123,richards bay,-28.783,32.0377,290.06,84,100,5.47,ZA,1727664642
124,vodnyy,63.5046,53.4095,281.28,87,99,3.71,RU,1727664644
125,ushuaia,-54.8,-68.3,270.96,93,100,6.17,AR,1727664501
126,vila do maio,15.1333,-23.2167,300.13,83,46,3.17,CV,1727664647
127,zaozersk,69.4005,32.4476,274.95,88,59,9.2,RU,1727664648
128,avarua,-21.2078,-159.775,297.18,69,100,3.09,CK,1727664649
129,vila franca do campo,37.7167,-25.4333,297.38,93,100,6.49,PT,1727664651
130,carnarvon,-24.8667,113.6333,297.48,34,0,6.24,AU,1727664652
131,fale old settlement,-9.3852,-171.2468,301.32,76,57,4.94,TK,1727664653
132,khalkhal,37.6189,48.5258,277.81,28,0,1.17,IR,1727664655
133,port elizabeth,-33.918,25.5701,283.31,64,0,4.63,ZA,1727664656
134,ulubey,40.8721,37.7588,288.22,48,0,3.15,TR,1727664657
135,happy valley-goose bay,53.3168,-60.3315,285.32,87,75,4.63,CA,1727664405
136,labrador city,52.9463,-66.9114,281.03,72,100,4.63,CA,1727664660
137,college,64.8569,-147.8028,285.14,40,20,0.0,US,1727664661
138,feltre,46.0235,11.907,286.19,90,100,0.98,IT,1727664662
139,lepsy,46.235,78.9456,284.88,34,0,9.93,KZ,1727664664
140,georgetown,5.4112,100.3354,304.11,74,20,2.06,MY,1727664665
141,altay,47.8667,88.1167,279.62,31,26,1.55,CN,1727664403
142,geraldton,-28.7667,114.6,297.38,35,0,3.6,AU,1727664667
143,marsa alam,25.0757,34.8918,300.98,42,0,5.24,EG,1727664670
144,wailua homesteads,22.0669,-159.378,300.59,76,40,6.17,US,1727664671
145,polewali,-3.4324,119.3435,304.06,64,36,1.54,ID,1727664672
146,naze,28.3667,129.4833,301.66,79,9,4.99,JP,1727664673
147,ribeira grande,38.5167,-28.7,297.47,94,100,6.71,PT,1727664674
148,porto novo,6.4965,2.6036,297.52,91,100,2.59,BJ,1727664677
149,simanggang,1.2472,111.4528,302.14,83,20,1.54,MY,1727664419
150,gonabad,34.3529,58.6837,285.38,32,0,0.35,IR,1727664679
151,mar del plata,-38.0023,-57.5575,290.86,80,0,9.39,AR,1727664497
152,dudinka,69.4058,86.1778,281.24,97,100,4.78,RU,1727664681
153,soio,-6.1349,12.3689,297.06,86,100,3.1,AO,1727664683
154,baotou,40.6522,109.8222,284.98,34,97,5.85,CN,1727664684
155,madimba,-10.4,40.3333,295.78,86,15,1.75,TZ,1727664685
156,gambela,8.25,34.5833,294.13,98,100,1.04,ET,1727664687
157,mushie,-3.0167,16.9,295.95,91,85,0.89,CD,1727664688
158,andreyevo,55.9465,41.1505,282.47,90,100,2.62,RU,1727664689
159,inhambane,-23.865,35.3833,296.1,89,91,0.88,MZ,1727664691
160,usogorsk,63.4106,48.6872,279.04,91,91,2.71,RU,1727664692
161,fuyang,32.9,115.8167,299.47,72,100,5.61,CN,1727664411
162,kolwezi,-10.7148,25.4667,292.15,56,6,1.84,CD,1727664694
163,cascais,38.6979,-9.4215,292.32,77,0,2.68,PT,1727664695
164,kaa-khem,51.6833,94.7333,277.28,34,13,1.47,RU,1727664697
165,kas,36.2018,29.6377,296.15,59,0,2.2,TR,1727664635
166,bowen,-20.0167,148.2333,298.45,62,0,4.5,AU,1727664699
167,tshikapa,-6.4167,20.8,295.1,91,24,1.2,CD,1727664701
168,hawaiian paradise park,19.5933,-154.9731,300.88,74,0,4.12,US,1727664703
169,mount pearl,47.5166,-52.7813,286.56,96,75,2.06,CA,1727664704
170,pionerskiy,54.9508,20.2275,276.06,51,6,2.44,RU,1727664706
171,alesund,62.4723,6.1549,282.23,66,100,5.14,NO,1727664707
172,newman,37.3138,-121.0208,297.06,56,0,0.89,US,1727664709
173,bangassou,4.7413,22.8184,293.42,98,100,0.47,CF,1727664710
174,enewetak,11.3474,162.3373,302.07,74,96,4.96,MH,1727664711
175,sibsagar,26.9833,94.6333,300.3,88,99,2.34,IN,1727664713
176,mthatha,-31.5889,28.7844,279.46,93,1,1.54,ZA,1727664715
177,pratt,37.6439,-98.7376,295.27,49,0,1.54,US,1727664488
178,vadso,70.0744,29.7487,277.24,81,20,8.23,NO,1727664717
179,perugorria,-29.3413,-58.6106,296.03,56,6,4.34,AR,1727664718
180,kargasok,59.0556,80.8572,284.23,85,100,6.64,RU,1727664719
181,alta,69.9689,23.2717,276.74,77,40,4.63,NO,1727664720
182,chibougamau,49.9168,-74.3659,283.94,82,100,4.12,CA,1727664722
183,igrim,63.1906,64.4162,286.72,79,100,6.16,RU,1727664723
184,whitehorse,60.7161,-135.0538,280.38,60,17,0.17,CA,1727664523
185,constantia,44.1833,28.65,283.54,89,100,9.95,RO,1727664726
186,nogliki,51.8333,143.1667,282.97,89,100,8.07,RU,1727664727
187,tangalle,6.024,80.7911,298.98,87,100,0.2,LK,1727664728
188,kununurra,-15.7667,128.7333,312.14,10,39,7.72,AU,1727664729
189,pitimbu,-7.4706,-34.8086,298.2,80,95,6.77,BR,1727664730
190,bafoulabe,13.8065,-10.8321,298.09,86,100,1.39,ML,1727664732
191,roma,43.2128,-75.4557,290.43,94,100,0.57,US,1727664733
192,neiafu,-18.65,-173.9833,299.53,65,75,7.2,TO,1727664734
193,boden,65.8252,21.6886,275.44,67,2,3.6,SE,1727664736
194,greenville,35.6127,-77.3663,297.16,93,100,2.06,US,1727664737
195,mount gambier,-37.8333,140.7667,290.53,54,4,5.66,AU,1727664738
196,east london,-33.0153,27.9116,285.11,59,3,5.96,ZA,1727664617
197,kalmunai,7.4167,81.8167,298.54,88,100,1.46,LK,1727664741
198,qamdo,31.1667,97.2333,285.92,56,24,0.83,CN,1727664744
199,kaspiyskiy,45.3929,47.3707,291.09,66,0,11.96,RU,1727664745
200,tamboril,19.4854,-70.611,298.58,78,40,0.0,DO,1727664746
201,tra vinh,9.9347,106.3453,304.84,62,90,3.21,VN,1727664749
202,colonia,50.9333,6.95,284.8,69,0,4.12,DE,1727664527
203,haiku-pauwela,20.9219,-156.3051,300.49,73,17,10.28,US,1727664751
204,kirakira,-10.4544,161.9205,302.41,69,8,3.36,SB,1727664753
205,praia da vitoria,38.7333,-27.0667,298.29,83,75,6.48,PT,1727664754
206,lakatoro,-16.0999,167.4164,300.86,74,18,1.99,VU,1727664755
207,tiksi,71.6872,128.8694,270.69,85,99,1.73,RU,1727664756
208,bubaque,11.2833,-15.8333,300.29,80,91,4.2,GW,1727664758
209,paragominas,-2.9667,-47.4833,296.57,88,13,2.19,BR,1727664673
210,kodiak,57.79,-152.4072,281.88,81,20,3.6,US,1727664761
211,bria,6.5423,21.9863,294.09,95,100,1.58,CF,1727664762
212,namibe,-15.1961,12.1522,290.75,93,53,1.46,AO,1727664763
213,sisimiut,66.9395,-53.6735,277.31,90,99,10.32,GL,1727664764
214,uturoa,-16.7333,-151.4333,299.85,76,34,5.24,PF,1727664765
215,saint croix,17.7397,-64.7388,300.35,82,0,1.54,VI,1727664766
216,vilyuchinsk,52.9306,158.4028,288.3,52,86,11.15,RU,1727664769
217,chilecito,-29.1619,-67.4974,293.85,21,0,1.41,AR,1727664770
218,vila velha,-20.3297,-40.2925,295.12,95,75,1.54,BR,1727664601
219,fauske,67.2588,15.3918,275.34,87,96,5.26,NO,1727664773
220,altai,46.3722,96.2583,269.64,37,0,2.81,MN,1727664774
221,suva,-18.1416,178.4415,300.86,65,75,5.14,FJ,1727664775
222,cabo san lucas,22.8909,-109.9124,300.79,88,100,1.29,MX,1727664501
223,ruovesi,61.9858,24.0571,275.0,92,7,2.48,FI,1727664778
224,guaraniacu,-25.1008,-52.8781,291.21,38,0,1.51,BR,1727664779
225,champerico,14.3,-91.9167,297.71,95,100,1.11,GT,1727664780
226,nova sintra,14.8667,-24.7167,301.03,80,42,3.04,CV,1727664782
227,port douglas,-16.4833,145.4667,299.74,62,85,3.04,AU,1727664783
228,mhamid,29.82,-5.72,302.56,29,0,2.82,MA,1727664784
229,n'zeto,-7.2312,12.8666,296.54,86,87,3.27,AO,1727664786
230,harstad,68.799,16.5293,274.05,94,92,6.71,NO,1727664787
231,port blair,11.6667,92.75,301.17,83,40,2.06,IN,1727664788
232,puerto baquerizo moreno,-0.9,-89.6,293.44,90,82,5.63,EC,1727664789
233,awjilah,29.1081,21.2869,296.89,84,0,5.66,LY,1727664791
234,chonchi,-42.6128,-73.8092,280.44,98,100,1.48,CL,1727664793
235,ola,59.5833,151.2833,280.36,48,7,8.77,RU,1727664794
236,pemangkat,1.1667,108.9667,301.42,74,98,2.39,ID,1727664796
237,labuan,5.2767,115.2417,302.35,83,20,1.54,MY,1727664797
238,larache,35.1932,-6.1557,295.55,73,2,2.55,MA,1727664798
239,kristinestad,62.2743,21.376,279.89,67,7,4.32,FI,1727664799
240,newport,51.5877,-2.9984,288.96,96,100,6.06,GB,1727664801
241,kruisfontein,-34.0033,24.7314,282.02,54,7,6.19,ZA,1727664802
242,ebaye,8.7748,167.7392,301.16,78,75,3.09,MH,1727664803
243,chegdomyn,51.1167,133.0167,285.2,89,100,6.03,RU,1727664804
244,guasdualito,7.2424,-70.7324,298.13,94,20,0.0,VE,1727664805
245,egilsstadir,65.2653,-14.3948,277.1,70,75,4.63,IS,1727664807
246,ad dabbah,18.05,30.95,303.52,20,62,5.76,SD,1727664808
247,jayapura,-2.5333,140.7,305.81,61,17,2.87,ID,1727664809
248,herval,-32.0236,-53.3956,289.49,94,100,2.55,BR,1727664811
249,pathein,16.7833,94.7333,303.71,73,94,5.07,MM,1727664812
250,cockburn town,21.4612,-71.1419,302.04,77,66,6.67,TC,1727664713
251,saint-joseph,-21.3667,55.6167,294.36,70,21,4.86,RE,1727664814
252,pachino,36.7186,15.0907,293.93,60,0,3.42,IT,1727664741
253,wewak,-3.5534,143.6268,302.56,71,100,3.8,PG,1727664816
254,tahe,52.3333,124.7333,277.54,90,31,4.28,CN,1727664818
255,talas,38.6908,35.5538,279.52,76,0,0.51,TR,1727664819
256,nurota,40.5614,65.6886,290.68,60,100,1.28,UZ,1727664820
257,uliastay,47.7417,96.8444,271.11,37,0,1.64,MN,1727664821
258,xam nua,20.4197,104.0439,297.51,94,84,0.22,LA,1727664823
259,eyl,7.9803,49.8164,297.74,85,39,5.14,SO,1727664824
260,gorontalo,0.5412,123.0595,305.71,55,89,4.33,ID,1727664825
261,canakkale,40.0833,26.8333,285.74,88,50,3.19,TR,1727664826
262,hard bargain,26.3167,-77.5667,301.69,76,100,5.03,BS,1727664827
263,san luis de la loma,17.2706,-100.8939,296.93,91,100,2.85,MX,1727664829
